cand id	similarity score	score
4918	0.00016613162222299342	1
4919	0.000292099154258699	1
4920	0.0010687432246001458	1
4922	0.00015685255795293667	0
4923	0.00012173973094759287	1
4925	0.0002945555258721073	1
4926	0.0006847876630827004	1
4927	0.00017241429019364474	1
4929	0.00025018064237167643	1
4930	0.00013243727806548641	1
4931	0.00013746118127480963	1
4932	6.395868099575145e-05	1
4933	0.0001260032038213954	1
4934	4.466023542367418e-05	1
4935	5.241486198599295e-05	1
4937	0.00021489313058562659	1
4938	0.011491261481612523	1
4939	0.0007968365414980335	1
4940	2.2895387638151826e-05	1
4941	0.0001467813202451216	0
4942	0.00012998723029670472	0
4943	0.00018079859714290294	1
4945	0.0002580060649346494	1
4947	0.00042345002235755517	1
4949	0.0010374976755505182	1
4950	0.00017316471950753966	1
4951	0.00012905846773794902	0
4952	0.00019543919134894648	0
4953	0.0012703482750198163	0
4954	0.0004325049254150452	1
4955	0.0001970441864496649	1
4957	0.00016463218395412828	1
4958	0.0001834815545454456	1
4959	0.0002836116021674058	1
4960	0.0009295622198732352	1
4962	0.0038890676869389774	1
4963	0.00023124933766774277	0
4964	0.0003010085962602216	1
4965	0.00010785439534671244	0
4966	0.0002219290781995668	1
4967	0.00022991849470841864	1
4968	4.049445322911427e-05	0
4969	0.00014050762579313246	1
4970	0.0003179460252498853	0
4971	0.00022564527671220083	1
4972	0.0012587583620378385	1
4973	0.00020970324167173842	1
4975	0.001692679425229152	1
4976	0.00024723836123324524	1
4977	8.233128350263564e-05	1
4978	0.00019235561424944182	1
4981	0.0001971015091598516	1
4982	0.00039774668515911405	1
4983	0.0003102457040118293	1
4984	0.0013640446215942995	1
4985	1.3140381913883302e-05	1
4986	8.648271204261598e-05	1
4987	9.106022925815756e-05	0
4988	0.00013991339649656925	1
4989	0.0001902529913641782	0
4990	0.0014336370605740622	1
4991	0.00012552165975904608	1
4992	6.963038679511603e-05	1
4993	0.00028124381248630895	0
4994	0.0004933803620466153	0
4995	0.00010508281197380225	1
4997	0.00013930693277822872	0
5001	6.772851688127789e-05	0
5003	0.0002907124048996753	1
5004	0.0002564224220605729	0
5006	0.00037085206654120535	0
5007	9.502834210361983e-05	0
5008	0.00016517537504316508	0
5009	7.058358417358212e-05	1
5010	3.0981121272093205e-05	1
5011	0.00015117644795574253	0
5012	0.0008429360354430036	1
5013	2.847236539842497e-05	1
5014	0.00032610668346985444	0
5017	1.9327327037859507e-05	0
5018	0.001427449413007462	0
5019	0.0001489252466592442	1
5020	0.0003162410757463162	1
5021	8.301152494554505e-05	1
5022	0.0006507989231078673	0
5023	0.0016366537332476408	1
5024	5.370361199011662e-05	1
5025	0.001531602748049294	1
5026	0.00011237083480691223	1
5028	0.0002109603230433169	0
5029	0.00012637711332898912	1
5030	0.0005247733426006586	0
5031	1.4652711940996775e-05	1
5033	0.00029077728745823434	1
5034	0.0004119486176445705	1
5036	0.0013085876934768618	1
5037	7.579181763613097e-05	1
5038	0.0003138055049405004	0
5039	0.0010193784476700855	1
5040	0.0005417542511406758	1
5041	0.0014113136675479561	0
5042	0.00019355060009017207	0
5043	1.1132889879239776e-06	0
5046	0.00045851517666080545	1
5047	0.0004044256519588945	1
5048	0.00041656968377518284	1
5050	0.00013085065363301285	0
5051	5.627097339191177e-05	1
5053	0.00015522607187104672	1
5054	0.00018798949944999718	1
5056	0.0002618442300767209	1
5058	5.519948984741138e-05	1
5059	0.00012176469501858025	1
5060	0.0012640996404930586	1
5061	0.00017828251316039388	1
5062	0.0006146149641977253	0
5063	0.00021746292752922159	1
5064	9.140442429661021e-05	1
5065	0.00011091444252159375	1
5066	0.00011234008260921943	1
5067	8.388845420316467e-05	0
5068	0.0013355749293159794	1
5069	0.00010466205302862096	1
5071	0.0001599890659780693	1
5073	0.00021735428294192163	0
5074	0.00023104631267642392	1
5075	0.00034077643071432547	1
5076	0.00013556462065026097	1
5079	8.025950187992733e-05	0
5083	0.00047275115187867266	1
5084	4.545438640737714e-05	1
5085	0.0008476684858898515	0
5086	6.706808596747965e-05	1
5087	7.225604744772712e-05	1
5089	0.0019944818494950184	1
5090	0.0003141690269916485	1
5091	0.0004848058639186847	0
5092	0.00021452312641598566	1
5094	0.00017886647788919904	1
5095	6.868089138861086e-05	1
5096	0.0026947777832013746	1
5098	0.0006085541456303459	1
5099	0.00010419129644491204	1
5100	3.690558740220879e-05	0
5101	2.864875471022535e-05	1
5102	0.00010143671621943921	1
5104	0.0033506025817961987	1
5105	0.00038104469511691453	1
5106	9.2051588619353e-05	0
5107	0.0003007953831321412	1
5108	0.0008449022195783647	0
5109	0.00023793738709142767	0
5110	0.0001975799101897414	0
5112	0.00018852990979870493	1
5114	0.00014552784875427263	1
5115	5.755504605408395e-05	1
5116	0.00017418499275142195	1
5117	8.349234112390002e-05	1
5118	6.387955749284392e-05	0
5119	0.00012585080537880891	0
5120	6.365679577269412e-05	1
5121	0.00015414020123105638	0
5122	0.0002385089901559773	1
5123	4.0649532450189696e-05	1
5124	0.0012954833349871095	1
5125	0.00017161915129969236	1
5126	0.00018641665265764336	1
5127	0.0002058149651974057	0
5128	0.0001707946110862193	1
5129	0.0003133282361218815	1
5130	7.394472331387738e-05	1
5131	4.393661514841519e-05	0
5132	6.580544175917202e-05	0
5133	0.00012034242073727275	1
5134	0.0002179032443664116	0
5135	0.00014867421415358192	1
5136	0.00030437531443795984	1
5137	0.0003213884534408992	0
5138	0.0001333169755266744	0
5139	8.274832045617986e-05	0
5143	0.00017637526378128833	1
5144	9.955371278968876e-05	1
5145	0.0027060925037801034	1
5146	0.0003445404608076717	1
5147	0.0002711870381464815	1
5148	0.00019194934718719925	0
5150	8.009411341647932e-05	1
5152	0.0004107709240976272	1
5153	0.0005481627574150877	0
5154	0.0002148748918723737	1
5155	0.000272724763824909	0
5157	5.7965368218177904e-05	0
5159	0.00010703517300335349	0
5160	0.0001640610489409136	1
5162	0.00015292025424880058	0
5163	0.00010728289313091523	0
5164	0.0002695404835426167	1
5165	0.0003097168378550792	0
5166	0.0001151777900791323	0
5167	0.00031662372443789664	1
5168	0.00014160856036877782	1
5169	7.504624714544174e-05	1
5170	0.00011667758894932356	1
5173	0.0005413415993430644	1
5176	0.0006691491651850665	1
