candidate_id	similarity	score
10967	0.529764253002453	1
10968	0.3048299465757366	0
10969	0.05143303025523931	0
10970	0.5445561651336109	0
10971	0.6149593007874048	2
10972	0.024859615907738792	1
10973	0.45070155091610725	0
10974	0.3948912291843812	0
10975	0.6026008201353893	0
10976	0.40519014589174274	1
10977	0.49087357550174543	0
10978	0.21834874835594584	1
10979	0.6136438356678086	1
10980	0.0	0
10982	0.42296133444243	1
10983	0.0	0
10984	0.11582408935897909	0
10985	0.7085281085207995	1
10986	0.2946832336606857	0
10987	0.0	0
10988	0.5591250674948527	0
10989	0.713585899009475	0
10990	0.21821298750035892	0
10991	0.5088487942049138	0
10993	0.010840608598487575	0
10994	0.5354474653252451	0
10995	0.486994298564507	1
10996	0.6717777561204047	2
10997	0.17538730316166742	0
10998	0.3751732348400698	0
10999	0.5484631016847304	0
11000	0.14565888341668176	0
11001	0.5288596555665567	1
11002	0.13535760895049437	0
11003	0.5828914001379618	1
11004	0.16629119984387572	0
11005	0.30753699824835856	0
11006	0.6317375480679159	1
11007	0.6039873644253512	0
11008	0.2790430105829646	0
11009	0.0	0
11010	0.03301690454514382	0
11011	0.05822708696585372	0
11012	0.43365252110540164	1
11013	0.07207896522559748	0
11014	0.0	0
11015	0.5537101074687537	0
11016	0.0	0
11017	0.6532637218378541	1
11018	0.001077990502001531	0
11019	0.32883984451431664	0
11020	0.010261251182403966	0
11021	0.05143303025523931	0
11022	0.0021292247278436247	1
11023	0.4715907432494234	1
11024	0.34812824447950036	0
11025	0.33197786887297065	0
11026	0.0	0
11027	0.0010495526465968974	0
11028	0.16055895288297933	0
11029	0.46459730135433286	0
11030	0.30017317146269956	0
11031	0.5514681286997254	0
11032	0.15983321352033159	0
11033	0.18631705336907758	0
11034	0.09953626616173972	0
11035	0.7229328332883016	1
11036	0.5352902484670862	1
11037	0.0	0
11038	0.49978683651127553	1
11039	8.338218957576275e-07	0
11040	0.034556652490902444	0
11041	0.674356033041629	1
11042	0.17538730316166742	0
11043	0.4886716834118039	0
11044	0.3156754908671528	0
11045	0.4309398356570887	0
11046	0.6232668863010971	2
11047	0.4995148906770782	0
11048	0.05447938604350395	0
11049	8.338218957576275e-07	0
11050	0.0	0
11051	0.16711505656319142	1
11052	0.4687468655615589	1
11053	0.07068467098965932	0
11054	0.6462998022035179	1
11055	0.565821897777453	1
11056	0.4959549797019393	0
11057	0.28152705106053455	1
11058	0.0	0
11059	0.1796675768151991	1
11060	0.46134227226972285	1
11061	0.27706337637083117	0
11062	0.0	0
11063	0.46558341249734697	0
11064	0.06021797747301249	0
11065	0.0	0
11066	0.0	0
11067	0.32514679919306116	0
11068	0.4936531985105613	0
11069	0.2794716922649534	0
