candidate_id	similarity	score
25950	0.9003101383222182	1
25952	0.8063699016551484	1
25954	0.6832982419041511	0
25955	0.7001571764738022	1
25956	0.881227510017986	1
25957	0.7118373662195627	1
25960	0.8217286418023538	0
25961	0.8707137908081135	1
25962	0.6262479035974083	1
25963	0.7879390099118625	1
25964	0.8743543954515216	0
25965	0.5426443922344417	0
25966	0.896234446639214	1
25967	0.7380084779356759	1
25969	0.8255775932052138	1
25970	0.715362002306654	0
25972	0.9135514148726388	1
25974	0.8379593648944839	1
25975	0.7393463856937708	1
25978	0.3726218425376733	0
25979	0.8326635756731072	1
25980	0.7763961426021947	1
25981	0.7933990501567448	0
25982	0.5352614285189903	1
25983	0.1267944401701681	0
25984	0.8980643161321319	1
25985	0.7139979841585761	1
25986	0.6803153657464861	1
25987	0.8468499361375961	1
25988	0.8346427937707883	1
25990	0.7703110460592075	0
25994	0.8930309205494147	1
25996	0.8811659676392439	1
25997	0.8030973300497751	1
26001	0.8006294658941019	1
26003	0.9626834263135363	1
26005	0.7564904605727389	1
26006	0.9410711373430254	1
26008	0.7477572675603518	1
26009	0.9760783135475912	1
26010	0.7363072382652965	1
26011	0.7753949820731869	0
26014	0.9486226361427845	1
26015	0.5083434355528852	0
26016	0.8471540338276414	1
26018	0.7061429087927201	1
26020	0.4529170212670987	1
26022	0.9577337331538645	1
26028	0.9546016728818234	1
26030	0.6010948869351181	1
26031	0.7738567463166378	1
26032	0.7563808501511469	1
26034	0.7624237511839923	1
26035	0.7970424891115097	1
26036	0.8414156417364534	1
26037	0.18153380978384367	1
26039	0.9961904069492671	1
26040	0.7219037970213773	1
26042	0.8028632851439074	1
26043	0.7039049902542277	0
26044	0.6538494148413623	0
26045	0.19171503396727782	0
26046	0.7705017554246243	1
26047	0.452070507145325	0
26052	0.8017758405479759	1
26055	0.770763889311115	1
26056	0.8490541458625959	1
26059	0.6860044427693999	0
26060	0.7517314200974976	1
26061	0.833232202201558	1
26063	0.8037850463876006	0
26065	0.7956453863670787	1
26066	0.7260001819903146	1
26068	0.8928395462778418	1
26069	0.8357779346015402	1
26070	0.7823193821114868	1
26071	0.6954441791426579	1
26075	0.8033623080930212	1
26077	0.6411803884299546	1
26079	0.7823655380247717	1
26080	0.7780520989968781	1
26082	0.7940403997730807	1
26083	0.4578404910104877	0
26084	0.798415278480362	1
26085	0.7850334395755555	1
26086	0.9703787035390864	1
26088	0.8343769465876663	1
26090	0.6357690996896403	0
26091	0.3225528712953608	0
26092	0.8677341251152679	1
26093	0.8662440087756814	1
26094	0.9089928624240323	1
26099	0.8824846085953277	1
26100	0.7558573516675055	0
26102	0.794541456355231	1
26103	0.6417801354886841	1
26104	0.7608386507121332	0
26107	0.23104395994237534	0
26108	0.8905200003908883	1
26109	0.8545125310675702	1
26111	0.6990911912963956	1
26114	0.9245425870164254	1
26115	0.742447369619322	1
26116	0.8569147386556065	1
26117	0.8716046706713273	1
26118	0.9039946180859699	1
26119	0.6812525424160661	1
26120	0.6420825513670064	0
26121	0.7475903298248813	0
26123	0.8635855325630082	0
26124	0.8293060479770024	1
26125	0.7407744536612063	0
26126	0.8629023772396195	1
26127	0.8417989620853714	0
26128	0.7707643522073147	0
26129	0.868022813657061	1
26130	0.6268162439969043	1
26131	0.8759452865149256	0
26135	0.8028207982970121	1
26136	0.7717406427670579	1
26137	0.758623596918257	1
26140	0.7800872251489007	1
26141	0.7588458967905302	0
26144	0.824763624219243	1
26145	0.6754872318090308	1
26146	0.9320343174766378	1
26147	0.8907854465471345	1
26148	0.8119849041638051	1
26149	0.8322434424977367	1
26151	0.16335582775213361	0
26153	0.6325322474716678	0
26154	0.7394795932949196	1
26155	0.6977700490457017	1
26156	0.20073528872618926	0
26159	0.7618409896106142	1
26160	0.8400566574609516	1
26162	0.16335582775213361	0
26164	0.8882697515568698	1
26165	0.809832153886759	1
26166	0.736789809417651	1
26167	0.3366531396813668	0
26168	0.6959717310272014	0
26169	0.931314515764891	1
26170	6.14421235332821e-06	0
26172	0.8085185733314286	1
26174	0.3997558512752391	0
26175	0.004086771438464067	0
26176	0.7919777798887011	1
26181	0.1545084082348243	0
26183	0.8706882585511897	1
26184	0.6845230553022325	0
26185	0.6664445025994183	1
26186	0.7326176478927015	1
26189	0.8773649512942732	1
26192	0.8153111789630744	0
26194	0.7330078271401235	1
26197	0.7753592701079622	1
26198	0.9175013636048193	1
26200	0.9088902997998991	1
26201	0.7100942020764263	0
26202	0.8198349119242185	1
26204	0.7256038353256593	1
26206	0.778595230206456	0
26207	0.5352614285189903	1
26208	0.8735783150389091	1
26211	0.7522490547268573	0
26213	0.8619814036496164	1
26214	0.899908099841774	1
26215	0.7590171599839174	1
26216	0.6208153469879334	1
26217	0.8725982230800277	1
26220	0.9029883487959305	1
26221	0.8955453123939696	1
26222	0.8868980004860768	1
26223	0.76170447027474	0
26225	0.6479322479215038	1
26228	0.7558423325546576	1
26229	0.8216878864155526	1
26231	0.7527612819090923	1
26232	0.8064737027299103	1
26233	0.804745197679359	1
26235	0.7771829897176766	1
26236	0.8437571890362723	1
26237	0.7099467282862978	1
26239	0.8112832623168975	1
26243	0.8841390119446263	1
26245	0.8579556338322514	1
26247	0.7563810838759576	0
26249	0.6929941025848307	0
26251	0.7723847434027412	1
26255	0.7952538521002945	0
26256	0.8516986726218597	1
26257	0.5836532432446875	0
26263	0.8303660667059234	1
26265	0.8240306574748951	1
26268	0.8729743160729124	1
26270	0.8643563150913712	0
26271	0.8547284582859371	1
26273	0.7652600092247818	1
26274	0.055374853173239036	0
26276	0.7915805684705364	1
26277	0.7251715372915181	0
26278	0.7571612327596703	1
26280	0.8481400996749624	1
26284	0.6309995574352054	0
26285	0.8104547667650951	1
26286	0.9732871979035579	1
26287	0.8539055930298024	0
26290	0.7721947901921794	1
26292	0.7362813958446579	0
26294	0.7602323783093738	1
26295	0.6173401727321417	1
26297	0.6776932427626046	1
26300	0.7923373144899861	0
26301	0.8012573455528949	1
26302	0.7305279926012465	1
26304	0.861173529963367	0
26306	0.8188197169343027	0
26308	0.5560676388845507	0
26309	0.8057551447015566	1
26313	0.7304012906992046	0
26314	0.7364920097300861	1
26315	0.5763801675834753	0
26317	0.8628598543207933	1
26322	0.911318770706106	1
26324	0.2827670940605531	0
26326	0.31140322391459774	1
26328	0.7998345551089986	1
26330	0.6305629818671079	0
26331	0.7456495553738954	1
26333	0.786803045357217	1
26335	0.628016973395869	0
26337	0.9374164231159456	1
26338	0.8481464713973206	1
26339	0.8877894510026081	1
26344	0.7623033699584469	1
26345	0.8731816311870185	0
26346	0.7210332965716346	1
26347	0.8445545610482171	1
26349	0.7378868696505214	1
26350	0.7935659585598254	1
26352	0.8664917995850793	0
26353	0.8097208347535299	1
26354	0.837414545737769	1
26355	0.7783260915011551	1
26357	0.7073125218310948	1
26359	0.9730310615364046	1
26362	0.8351206680836608	1
26363	0.8852387262836366	1
26364	0.6830919930639024	1
26365	0.7486106139700679	1
26369	0.793473495294806	1
26371	0.5089720608376833	1
26373	0.7796090530017059	1
26374	0.8754176401779972	1
26376	0.7620092835453369	1
26377	0.881997442300161	1
26378	0.8580837191725978	1
26379	0.6718030954927761	1
26381	0.8902627037919886	1
26384	0.7670927461370186	1
26385	0.8982263813745291	1
26386	0.7595048124286059	1
26388	0.7201850659445973	1
26389	0.7114458158810572	1
26390	0.7337451206367	1
26391	0.8035877544411972	1
26392	0.7945715175132639	1
26395	0.819040316390413	1
26397	0.8718126913603814	1
26398	0.7812895375052277	0
26400	0.1900837500499704	0
26405	0.7753945778076059	1
26407	0.8417133383509998	1
26408	0.9760783135475912	0
26411	0.741565506835812	1
26412	0.6785764897950063	1
26415	0.876236517151046	1
26417	0.7823854081919824	1
26418	0.40523249118215754	0
26419	0.35848318252359523	0
26420	0.8152459384783334	1
26421	0.7896178673325782	1
26424	0.7463353925459136	1
26425	0.8587918376105733	0
26427	0.8506456320317904	0
26428	0.8804645143480823	1
26429	0.8046531586047706	1
26431	0.7860972487344766	1
26432	0.8588275626400241	1
26434	0.937140458647093	1
26435	0.8427363749697782	1
26436	0.870538476771988	1
26438	0.8623949518195079	1
26439	0.7586841253552841	0
