candidate_id	reference_id	similarity	score
4918	4921	3.82261624994377e-05	1
4918	4924	6.2444047828654556e-06	1
4918	4928	3.830593693103033e-05	1
4918	4936	3.388659806135454e-05	1
4918	4944	1.02236142152919e-05	1
4918	4946	7.4628336443185145e-06	1
4918	4948	3.276633529852274e-05	1
4918	4956	2.691447742417402e-05	1
4918	4961	3.892390180154826e-05	1
4918	4974	1.2139348755744675e-05	1
4918	4979	3.091993312551529e-05	1
4918	4980	3.3503978692240674e-05	1
4918	4996	3.865507808710251e-05	1
4918	4998	6.388272542664674e-05	1
4918	4999	9.723090455488828e-06	1
4918	5000	2.0868606803776433e-05	1
4918	5002	7.137052837506907e-05	1
4918	5005	4.5558238258029334e-05	1
4918	5015	1.0972239314238537e-05	1
4918	5016	1.608607369380245e-05	1
4918	5027	1.971828169280938e-05	1
4918	5032	4.428336806701832e-05	1
4918	5035	1.6145968314282566e-05	1
4918	5044	1.9975521476291308e-05	1
4918	5045	1.279285818552096e-05	1
4918	5049	9.85481196871835e-06	1
4918	5052	3.4775854180800315e-05	1
4918	5055	2.6299028828310314e-05	1
4918	5057	8.46501098752981e-06	1
4918	5070	8.14053518499791e-06	1
4918	5072	3.5460224625227465e-05	1
4918	5077	7.907478150572961e-06	1
4918	5078	2.9580102877641767e-05	1
4918	5080	0.00016613162222299345	1
4918	5081	4.677690597970242e-06	1
4918	5082	5.7716150092285844e-05	1
4918	5088	2.1504575427291814e-05	1
4918	5093	2.031454411581687e-05	1
4918	5097	1.4799257716909496e-05	1
4918	5103	1.7580940254647736e-05	1
4918	5111	2.267275832529831e-05	1
4918	5113	1.1495913382575397e-05	1
4918	5140	1.264018791101224e-05	1
4918	5141	8.885755712183505e-05	1
4918	5142	2.5585777420948123e-05	1
4918	5149	5.828084836448498e-06	1
4918	5151	3.171321629310257e-05	1
4918	5156	1.3626461828794447e-05	1
4918	5158	1.3092323432101879e-05	1
4918	5161	1.3885920256814564e-05	1
4918	5171	4.3918098711384846e-05	1
4918	5172	8.741952333177258e-06	1
4918	5174	1.2252902675715627e-05	1
4918	5175	6.3502025401145935e-06	1
4918	5187	7.802231549918964e-06	1
4918	5200	6.646250243363929e-05	1
4918	5207	5.772363634551571e-05	1
4918	5217	2.760776083057606e-05	1
4918	5222	1.8289865029898037e-05	1
4918	5223	4.8687277145593906e-05	1
4918	5224	1.165586400389071e-05	1
4918	5225	2.4462479673866105e-05	1
4918	5242	1.2433555441818214e-05	1
4918	5246	2.024088447757955e-05	1
4918	5248	2.760776083057606e-05	1
4918	5252	3.4603559923696324e-05	1
4918	5261	5.1996799757619e-05	1
4918	5265	3.86827362436287e-05	1
4918	5266	2.1364856641667396e-05	1
4918	5276	1.180848655677542e-05	1
4918	5286	6.449016569473505e-06	1
4918	5288	2.6073895407453938e-05	1
4918	5289	2.3200003961899187e-05	1
4918	5290	2.593387923970383e-05	1
4918	5295	1.2521743111439378e-05	1
4918	5296	8.640563103462683e-05	1
4918	5297	3.320098344009237e-05	1
4918	5300	6.742793368741432e-05	1
4918	5302	2.855076896307273e-06	1
4918	5305	2.201491964527226e-05	1
4918	5310	2.8770319722953347e-05	1
4918	5311	1.8068818816970228e-05	1
4918	5312	2.0260795876028722e-05	1
4918	5325	1.5614012581169508e-05	1
4918	5328	1.330267070217632e-05	1
4918	5329	4.427618922413687e-05	1
4918	5333	1.2387656741517856e-05	1
4918	5336	3.251395019833468e-05	1
4918	5345	3.2872093994435885e-05	1
4918	5350	1.2583825981888175e-05	1
4918	5351	3.618248533801948e-05	1
4918	5354	3.640806320842923e-05	1
4918	5356	9.502702499588152e-06	1
4918	5358	5.9158398577691485e-06	1
4918	5359	1.9862967679422856e-05	1
4918	5375	1.0926179808629193e-05	1
4918	5382	3.956296473763403e-05	1
4918	5385	2.207026911016671e-05	1
4918	5389	4.191581584397377e-05	1
4918	5392	3.9000222497487895e-05	1
4918	5394	1.6313686097761667e-05	1
4918	5395	3.2887741003829984e-05	1
4918	5399	5.1996799757619e-05	1
4918	5401	3.224394603867045e-05	1
4918	5402	7.436663989692649e-05	1
4918	5406	4.979748668419939e-05	1
4918	5408	4.7175648100876116e-05	1
4918	5409	1.4576418046142952e-05	1
4918	5425	3.678260707402385e-05	1
4918	5427	2.992237575000064e-06	1
4918	5430	2.403437576739405e-05	1
4918	5432	1.841753469522654e-05	1
4918	5436	1.809963824117974e-05	1
4918	5440	5.081540599436828e-05	1
4918	5441	2.329664865760604e-05	1
4918	5443	5.8940381501202165e-05	1
4918	5448	1.5201822589406525e-05	1
4918	5449	5.599800396124464e-05	1
4918	5451	1.378280053995142e-05	1
4918	5453	1.4467701428065579e-05	1
4918	5457	3.0114770135680153e-05	1
4918	5459	1.17315746660088e-05	1
4918	5467	1.287841032068986e-05	1
4918	5468	3.919096944594242e-05	1
4918	5470	2.688351439957615e-05	1
4918	5472	1.5203460905099216e-05	1
4918	5476	2.3904855815932715e-05	1
4918	5482	2.860469159792024e-05	1
4918	5490	2.2763081662560122e-05	1
4918	5498	4.49370388662744e-05	1
4918	5500	2.395782729446291e-05	1
4918	5510	2.1364856641667396e-05	1
4918	5518	1.4345491965737693e-05	1
4918	5530	9.464255868351329e-06	1
4918	5535	6.4142937535448745e-06	1
4918	5541	6.788092897601568e-05	1
4918	5543	1.5178499383093159e-05	1
4918	5544	2.0681142537669097e-05	1
4918	5545	2.255079111668672e-05	1
4918	5548	2.2877664689775684e-05	1
4918	5551	3.5314197779686184e-05	1
4918	5554	4.5595923010167964e-05	1
4918	5565	4.6902943900612964e-05	1
4918	5569	1.7119111379614817e-05	1
4918	5570	3.830593693103033e-05	1
4918	5573	3.382144551648977e-05	1
4918	5574	5.201199904185203e-06	1
4918	5576	4.6068236960945244e-05	1
4918	5577	2.2628389329855543e-05	1
4918	5581	4.203667135839617e-05	1
4918	5583	1.667629906567554e-05	1
4918	5586	5.650877748014778e-05	1
4918	5587	0.00010076709364278269	1
4918	5588	1.862933964958872e-05	1
4918	5595	7.038589179980536e-05	1
4918	5601	2.8137700376959325e-05	1
4918	5602	3.141395062621864e-05	1
4918	5615	2.593387923970383e-05	1
4918	5616	1.7222193016955536e-05	1
4918	5618	2.0274789979934298e-05	1
4918	5619	3.744535428618155e-05	1
4918	5622	4.610643151351932e-05	1
4918	5623	6.751267564180013e-05	1
4918	5630	3.696798847359323e-06	1
4918	5638	3.580128062262431e-05	1
4918	5643	1.4374099910028448e-05	1
4918	5645	1.9741406364302176e-05	1
4918	5655	4.5558238258029334e-05	1
4918	5656	4.529084353218416e-06	1
4918	5659	8.638886092326938e-06	1
4918	5660	9.077976932683438e-06	1
4918	5669	1.8489989186184558e-05	1
4918	5670	1.8204543717908635e-05	1
4918	5671	3.328042562254409e-05	1
4918	5672	1.6318105152106947e-05	1
4918	5684	1.1564109605659904e-05	1
4918	5688	3.564344614965856e-05	1
4918	5691	3.490344063761032e-05	1
4918	5694	3.926631587961471e-05	1
4918	5696	3.988231215596154e-05	1
4918	5706	4.748723999145438e-05	1
4918	5708	2.847198525387221e-05	1
4918	5719	5.754686820851231e-05	1
4918	5720	1.1368387597474473e-05	1
4918	5726	3.3868085605998285e-05	1
4918	5731	5.1313076329956526e-06	1
4918	5732	1.3205254938698266e-05	1
4918	5733	1.2705293257095829e-05	1
4918	5734	1.8788634567475457e-05	1
4918	5741	1.0302963799415384e-05	1
4918	5744	2.504509844721906e-05	1
4918	5750	6.373424536024552e-05	1
4918	5751	1.3913837293691683e-05	1
4918	5752	3.420358014348856e-05	1
4918	5753	4.944922696433572e-05	1
4918	5760	2.718751947050874e-05	1
4918	5761	3.2332936761877786e-05	1
4918	5762	1.843496675485402e-05	1
4918	5774	1.7706903310703872e-05	1
4918	5785	6.979573131625317e-05	1
4918	5790	4.6242544908932906e-05	1
4918	5799	5.4086321719218706e-05	1
4918	5800	3.580128062262431e-05	1
4918	5809	1.4262402996390363e-05	1
4918	5814	2.26750720430666e-05	1
4918	5815	4.4602198474363725e-06	1
4918	5819	3.157084525910656e-05	1
4918	5822	2.2011182841157077e-05	1
4918	5825	1.8852352111591114e-05	1
4918	5826	8.979945209699242e-06	1
4918	5832	2.2947085084034598e-05	1
4918	5833	7.061101760016773e-06	1
4918	5834	2.725792732334705e-05	1
4918	5838	1.2044994463717905e-05	1
4918	5840	5.849062809407131e-05	1
4918	5844	5.304912452731626e-06	1
4918	5849	7.859485647444672e-05	1
4918	5850	4.027692220347347e-05	1
4918	5852	4.3918098711384846e-05	1
4918	5853	8.640563103462683e-05	1
4918	5854	1.791461865739679e-05	1
4918	5855	1.6322400872975494e-05	1
4918	5856	7.962367829951204e-05	1
4918	5865	8.671527756271142e-05	1
4918	5868	1.2284927060145543e-05	1
4918	5870	8.166054643829061e-06	1
4918	5871	2.1771826228873135e-05	1
4918	5875	9.236952823652034e-06	1
4918	5876	1.3968094696504352e-05	1
4918	5877	1.3809074724296715e-05	1
4918	5878	6.979573131625317e-05	1
4918	5881	1.9870432545824795e-05	1
4918	5883	1.4243780852493538e-05	1
4918	5886	4.3901809027223414e-05	1
4918	5889	2.6008306921908464e-05	1
